Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
733,Providence University,2.64,Bachelor's,Los Angeles,F,0,0,0,0,Data Scientist,01/13,05/14,Junior SWE,06/12,10/10,Junior SWE,09/18,02/19
734,State Providence College,3.58,Master's,Providence,M,0,0,0,1,Data Scientist,03/12,11/12,Lawyer,01/15,06/16,Lawyer,05/13,04/11
735,Providence School,3.05,PhD,Boston,M,0,0,0,0,Lawyer,05/14,10/14,Research Assistant,08/12,02/16,ML Engineer,06/10,08/14
736,Providence University,2.89,Bachelor's,New York,F,0,0,0,0,ML Engineer,01/16,03/18,Data Scientist,02/16,01/10,Research Assistant,05/15,12/10
737,Providence Tech Institute,2.82,PhD,Los Angeles,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
738,Providence University,2.76,Bachelor's,New York,F,0,0,0,0,ML Engineer,03/15,09/12,Research Assistant,10/17,12/15,ML Engineer,10/10,03/17
739,State Providence College,3.29,Master's,Providence,F,1,0,0,0,Data Scientist,05/13,03/19,Junior SWE,09/13,07/13,Lawyer,02/14,06/16
740,Providence University,2.57,PhD,Miami,M,0,1,0,0,Senior SWE,08/11,01/11,Data Scientist,07/12,06/18,Research Assistant,10/16,08/10
741,Providence School,3.66,Master's,Chicago,F,0,0,0,3,Data Scientist,08/14,01/12,Lawyer,08/14,06/11,Senior SWE,06/13,12/15
742,Providence University,2.85,PhD,New York,N/A,1,0,0,0,Data Scientist,04/11,11/18,Data Scientist,11/18,09/15,N/A,03/15,06/17
743,Providence University,3.15,Bachelor's,Chicago,M,0,0,0,3,Data Scientist,02/16,12/11,Data Scientist,09/18,04/13,ML Engineer,08/16,06/15
744,Providence State University,2.62,Bachelor's,New York,F,0,1,0,0,Senior SWE,01/12,11/19,Senior SWE,06/13,02/15,ML Engineer,04/13,12/18
745,Providence University,3.2,Bachelor's,Providence,F,0,1,0,0,Data Scientist,07/15,11/10,ML Engineer,03/17,03/11,N/A,11/10,01/16
746,Providence University,3.44,Bachelor's,Boston,F,0,0,1,0,Data Scientist,07/16,07/19,Data Scientist,12/19,09/15,Data Scientist,08/13,05/13
747,Providence Tech Institute,2.57,PhD,Boston,F,0,0,0,4,ML Engineer,01/10,11/16,Junior SWE,03/16,12/14,Lawyer,11/16,12/14
748,Providence State University,3.8,Bachelor's,Los Angeles,F,0,0,1,0,ML Engineer,05/19,11/10,Junior SWE,01/11,02/17,Data Scientist,08/17,08/11
749,Providence Tech Institute,2.95,Master's,New York,M,0,0,0,0,Research Assistant,08/14,01/18,Lawyer,07/18,07/17,Junior SWE,01/10,06/18
750,Providence State University,3.01,PhD,New York,F,1,0,0,3,Lawyer,03/11,06/12,Junior SWE,05/14,10/12,Data Scientist,06/18,03/17
751,Providence City College,2.75,Bachelor's,Providence,M,0,0,0,0,Junior SWE,12/19,02/11,Senior SWE,04/19,11/12,N/A,12/11,09/19
752,Providence University,3.83,Master's,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
753,Providence School,3.02,Bachelor's,Boston,F,0,0,0,1,Lawyer,03/16,11/17,Lawyer,07/13,01/15,Research Assistant,11/13,10/14
754,Providence Tech Institute,2.95,PhD,Chicago,N/A,0,0,0,0,Data Scientist,05/15,07/15,Senior SWE,12/11,11/14,Data Scientist,07/12,06/18
755,State Providence College,3.58,Master's,Providence,F,0,0,0,2,Data Scientist,11/16,11/18,ML Engineer,12/18,02/10,N/A,03/15,03/19
756,Providence City College,2.97,PhD,Providence,F,0,0,0,1,Research Assistant,10/10,01/12,Data Scientist,11/11,11/11,ML Engineer,03/16,08/17
757,State Providence College,3.19,Bachelor's,Miami,M,0,1,0,0,Junior SWE,12/15,01/12,Research Assistant,01/18,09/11,Research Assistant,01/11,04/14
758,Providence State University,4.0,Master's,Los Angeles,M,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
759,Providence State University,3.24,Master's,Los Angeles,F,0,1,0,0,Senior SWE,01/16,10/19,Lawyer,07/11,07/17,Data Scientist,08/15,02/14
760,State Providence College,3.19,Bachelor's,Miami,N/A,0,1,0,1,Lawyer,07/10,06/11,Data Scientist,03/13,06/11,ML Engineer,01/12,04/12
761,Providence School,3.7,Bachelor's,New York,F,0,0,0,3,ML Engineer,06/19,08/13,Junior SWE,09/11,10/12,Junior SWE,04/15,02/18
762,Providence University,2.56,PhD,Boston,M,0,0,0,0,Lawyer,10/14,10/14,Data Scientist,11/13,04/18,Research Assistant,06/13,02/19
763,Providence City College,3.06,Bachelor's,Boston,F,0,1,0,0,Research Assistant,12/10,06/14,Lawyer,10/10,02/19,Data Scientist,08/18,06/15
764,Providence Tech Institute,3.55,Bachelor's,Los Angeles,F,1,0,0,1,Junior SWE,08/14,10/12,Research Assistant,04/19,06/18,Lawyer,10/13,07/15
765,Providence School,3.87,PhD,Providence,F,0,0,0,0,Research Assistant,11/11,02/11,Lawyer,11/14,03/12,Data Scientist,05/11,01/13
766,Providence City College,3.47,PhD,Providence,N/A,0,0,0,3,Lawyer,07/18,01/19,Research Assistant,09/17,03/14,N/A,06/10,11/17
767,Providence Tech Institute,3.29,PhD,Boston,M,0,0,0,0,Lawyer,09/18,08/13,Research Assistant,10/19,04/12,Junior SWE,04/17,04/15
768,Providence City College,3.19,Bachelor's,Boston,F,1,0,0,0,ML Engineer,04/15,03/12,Lawyer,05/13,07/16,Data Scientist,12/12,08/16
769,Providence Tech Institute,3.22,Master's,New York,M,1,0,0,3,Data Scientist,04/18,04/15,Lawyer,03/15,05/17,ML Engineer,07/17,05/12
770,Providence University,3.21,PhD,Miami,F,0,0,0,1,Research Assistant,06/17,11/17,Research Assistant,11/12,11/16,Senior SWE,01/16,01/19
771,Providence University,3.91,Bachelor's,Chicago,F,0,1,0,3,Data Scientist,04/15,07/13,Data Scientist,04/11,05/11,Lawyer,07/16,08/14
772,Providence Tech Institute,3.72,Bachelor's,Los Angeles,M,0,1,0,0,Lawyer,04/13,02/10,Lawyer,03/18,01/18,Junior SWE,09/14,07/10
773,Providence University,2.99,Master's,Miami,F,0,0,0,4,Lawyer,02/16,06/14,Junior SWE,10/12,01/10,Lawyer,06/11,08/13
774,Providence University,2.59,Master's,Los Angeles,M,0,0,0,4,Research Assistant,05/17,08/12,Research Assistant,10/12,03/12,Data Scientist,01/15,01/19
775,Providence School,3.53,PhD,Chicago,M,0,1,0,1,Junior SWE,10/17,01/13,Lawyer,05/18,11/14,ML Engineer,05/17,11/14
776,Providence Tech Institute,3.59,PhD,Chicago,M,0,0,0,2,Research Assistant,11/18,02/18,Research Assistant,08/13,02/16,Senior SWE,03/14,06/13
777,State Providence College,3.66,PhD,Miami,M,0,0,0,0,Senior SWE,05/18,10/12,ML Engineer,01/17,03/13,Senior SWE,11/19,06/18
778,Providence School,2.85,Bachelor's,Providence,F,1,0,0,0,Lawyer,10/18,10/17,Research Assistant,06/16,06/14,ML Engineer,06/13,08/19
779,Providence University,3.46,Master's,Boston,M,0,0,0,0,Lawyer,09/12,09/12,Lawyer,06/10,02/16,Data Scientist,06/16,03/16
780,State Providence College,3.46,Master's,New York,F,0,0,0,0,Data Scientist,03/14,12/11,Research Assistant,09/11,12/17,ML Engineer,11/15,06/11
781,Providence School,2.67,Master's,New York,F,0,0,0,0,Senior SWE,02/15,09/12,Senior SWE,10/16,06/14,Lawyer,05/12,09/13
782,Providence School,3.66,Bachelor's,New York,N/A,0,0,1,0,Junior SWE,12/18,02/12,Junior SWE,11/19,01/17,Lawyer,02/10,10/14
783,Providence City College,3.39,Master's,Boston,F,0,0,0,3,Lawyer,04/18,05/13,ML Engineer,11/15,12/15,Data Scientist,03/13,02/12
784,Providence University,3.25,Master's,Chicago,F,1,1,0,3,Data Scientist,08/19,04/18,Senior SWE,07/18,01/16,ML Engineer,04/10,01/11
785,Providence Tech Institute,2.56,Master's,Providence,M,0,0,0,0,ML Engineer,11/18,05/13,Research Assistant,08/14,06/19,ML Engineer,08/10,12/12
786,Providence State University,3.19,Master's,Providence,M,0,0,0,4,Research Assistant,09/19,11/14,Junior SWE,06/18,12/12,Research Assistant,12/15,11/18
787,Providence State University,3.78,PhD,Chicago,M,1,0,0,3,ML Engineer,03/10,06/10,Lawyer,01/12,06/11,Junior SWE,03/17,06/15
788,State Providence College,3.06,Bachelor's,Boston,F,0,1,0,0,Senior SWE,12/17,09/14,Lawyer,11/16,05/10,Senior SWE,04/12,03/19
789,Providence State University,3.97,Master's,Los Angeles,M,0,0,0,0,Junior SWE,11/12,05/11,Lawyer,08/19,10/13,Junior SWE,02/18,09/12
790,Providence City College,3.68,Bachelor's,Chicago,M,0,0,1,0,Research Assistant,06/11,04/17,Lawyer,11/17,11/19,Data Scientist,07/14,04/12
791,Providence Tech Institute,3.74,Bachelor's,Providence,F,0,0,0,0,Research Assistant,06/12,04/11,Junior SWE,04/14,02/17,Senior SWE,04/10,02/17
792,Providence Tech Institute,3.38,Master's,Miami,M,0,1,0,0,Data Scientist,09/14,08/13,Data Scientist,03/14,06/16,Data Scientist,12/11,10/13
793,State Providence College,2.92,PhD,Chicago,F,0,1,0,0,ML Engineer,07/11,12/11,Research Assistant,10/14,12/17,ML Engineer,08/10,11/11
794,Providence University,3.1,Bachelor's,Boston,M,0,0,N/A,1,ML Engineer,04/16,09/15,Research Assistant,02/15,04/19,Junior SWE,05/15,11/11
795,Providence City College,3.43,Master's,Chicago,N/A,0,1,0,3,Lawyer,10/12,04/17,Senior SWE,11/19,08/12,N/A,08/16,05/18
796,Providence University,3.83,PhD,Miami,F,0,0,0,3,Junior SWE,04/10,10/19,Lawyer,04/17,04/16,Data Scientist,07/12,08/13
797,State Providence College,3.59,Master's,Boston,F,0,0,0,0,ML Engineer,12/11,06/17,Lawyer,12/17,09/15,Research Assistant,12/11,03/13
798,Providence State University,3.04,PhD,New York,M,0,0,0,1,Junior SWE,11/15,12/16,Data Scientist,11/17,08/19,Research Assistant,01/15,05/14
799,Providence State University,2.89,Bachelor's,Los Angeles,F,0,1,0,0,ML Engineer,04/19,08/17,Research Assistant,12/13,08/17,Junior SWE,02/12,04/19
800,State Providence College,3.45,Bachelor's,Providence,M,0,0,1,1,ML Engineer,09/16,08/11,Junior SWE,05/12,04/12,Research Assistant,04/16,11/17
801,Providence School,2.62,Bachelor's,Providence,F,0,1,0,2,ML Engineer,11/13,09/17,Data Scientist,04/14,09/17,ML Engineer,12/18,11/11
802,State Providence College,3.06,Bachelor's,Providence,M,1,0,0,0,Senior SWE,07/18,02/18,Lawyer,02/18,06/19,N/A,03/15,05/14
803,Providence University,2.88,PhD,New York,F,0,0,0,1,Junior SWE,06/19,03/14,Research Assistant,09/19,02/18,Data Scientist,04/14,12/15
804,Providence State University,3.81,PhD,Chicago,F,0,0,0,0,Senior SWE,12/11,06/14,Lawyer,08/15,05/11,Research Assistant,09/13,11/17
805,Providence School,3.48,Master's,Providence,M,0,0,0,0,Data Scientist,04/11,04/12,Data Scientist,08/13,06/14,ML Engineer,06/11,09/16
806,Providence School,2.68,PhD,Los Angeles,F,0,1,0,0,Data Scientist,01/12,08/14,Senior SWE,07/13,02/11,Research Assistant,08/14,02/18
807,Providence State University,3.27,Master's,Chicago,M,0,0,0,1,Lawyer,11/16,06/17,Junior SWE,06/19,04/13,Data Scientist,07/16,01/19
808,Providence School,3.68,PhD,Los Angeles,F,0,0,1,0,Lawyer,02/12,03/19,ML Engineer,05/13,08/16,N/A,12/12,11/11
809,Providence School,2.66,Bachelor's,Boston,F,0,0,0,0,Senior SWE,09/12,08/12,Data Scientist,04/12,01/17,ML Engineer,06/17,01/14
810,State Providence College,3.36,PhD,Los Angeles,F,0,0,0,1,Lawyer,06/16,09/11,Junior SWE,09/11,07/17,Research Assistant,02/13,07/18
811,State Providence College,3.64,Master's,Providence,M,0,0,0,4,Junior SWE,12/18,01/15,Research Assistant,02/10,02/11,Senior SWE,06/14,05/13
812,Providence Tech Institute,2.81,PhD,Miami,F,0,0,0,1,Senior SWE,03/17,10/16,Data Scientist,03/19,12/18,Research Assistant,02/16,03/14
813,Providence State University,3.89,PhD,Los Angeles,F,0,0,0,2,Senior SWE,11/17,04/16,Junior SWE,06/14,02/10,Senior SWE,12/11,05/17
814,Providence Tech Institute,3.33,Master's,Chicago,M,1,0,0,0,Senior SWE,07/11,11/12,Senior SWE,02/17,07/10,N/A,09/11,04/12
815,State Providence College,3.45,PhD,Los Angeles,M,1,0,0,0,ML Engineer,06/12,10/19,Senior SWE,04/11,11/16,Research Assistant,11/15,03/11
816,Providence University,3.03,PhD,New York,M,0,0,0,0,Senior SWE,07/14,10/11,Junior SWE,02/13,10/11,N/A,09/13,09/11
817,State Providence College,3.66,Master's,Los Angeles,M,0,1,0,0,Lawyer,03/19,09/19,Junior SWE,08/13,06/11,Research Assistant,06/10,06/10
818,Providence Tech Institute,3.4,Master's,New York,M,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
819,Providence City College,3.88,Bachelor's,New York,F,0,0,0,0,Data Scientist,12/15,09/17,Data Scientist,09/16,09/17,Data Scientist,10/13,09/12
820,Providence School,3.23,PhD,New York,M,0,0,0,2,ML Engineer,02/17,07/11,Lawyer,05/11,04/17,Senior SWE,06/14,09/11
821,Providence State University,3.41,PhD,Los Angeles,M,0,0,1,1,ML Engineer,03/12,06/11,ML Engineer,04/14,08/10,Data Scientist,09/12,01/17
822,Providence University,3.36,Bachelor's,Los Angeles,F,0,1,0,1,Research Assistant,10/17,08/14,Research Assistant,07/17,03/18,Junior SWE,09/11,02/16
823,State Providence College,3.37,PhD,Miami,M,0,1,1,0,Lawyer,02/18,06/11,Data Scientist,06/10,03/18,Research Assistant,04/15,08/18
824,Providence University,3.57,Master's,Miami,M,1,0,0,3,Lawyer,06/15,04/15,Senior SWE,04/10,07/13,Research Assistant,09/11,08/15
825,Providence School,2.66,Master's,New York,F,0,0,N/A,4,Data Scientist,05/16,08/13,Senior SWE,08/15,04/18,N/A,02/14,09/10
826,Providence University,3.4,Bachelor's,Chicago,F,0,0,0,4,Senior SWE,02/16,01/15,Junior SWE,03/17,02/13,Lawyer,09/10,10/17
827,Providence University,3.13,PhD,Providence,M,0,0,0,0,Lawyer,05/17,11/13,Senior SWE,02/17,02/16,Lawyer,01/15,09/19
828,Providence University,3.18,Master's,Miami,M,0,0,0,0,Senior SWE,01/18,01/14,Junior SWE,05/14,07/14,Senior SWE,12/19,04/12
829,Providence Tech Institute,3.15,Bachelor's,Boston,M,0,0,0,0,Lawyer,05/13,08/16,Senior SWE,03/14,02/14,Junior SWE,08/19,10/17
830,State Providence College,2.67,Bachelor's,Los Angeles,F,0,1,0,1,Lawyer,03/12,12/18,Data Scientist,04/17,01/14,N/A,06/12,03/17
831,Providence City College,2.52,Master's,Los Angeles,F,0,0,1,1,ML Engineer,09/17,11/14,Junior SWE,09/15,10/18,Lawyer,02/14,04/17
832,Providence State University,2.66,Master's,Chicago,F,0,0,0,3,ML Engineer,09/14,08/14,Lawyer,12/12,12/17,ML Engineer,04/12,02/16
833,Providence Tech Institute,3.15,Master's,Miami,F,0,0,0,1,ML Engineer,08/19,11/16,Lawyer,03/10,12/12,Junior SWE,04/19,02/13
834,Providence Tech Institute,3.07,Bachelor's,Boston,M,0,0,0,0,Research Assistant,07/17,01/14,Research Assistant,08/14,06/12,Junior SWE,01/17,11/16
835,State Providence College,2.71,PhD,Los Angeles,F,0,0,0,0,Research Assistant,03/13,08/19,ML Engineer,05/18,07/16,N/A,02/16,10/18
836,Providence State University,3.59,Bachelor's,Providence,M,0,0,0,0,Research Assistant,04/11,09/10,Research Assistant,01/19,04/11,Senior SWE,11/15,01/18
837,Providence University,3.57,PhD,Boston,F,0,0,0,4,Lawyer,05/14,09/12,Data Scientist,12/10,06/18,N/A,11/11,01/12
838,Providence State University,3.87,Bachelor's,Los Angeles,F,0,1,0,1,Senior SWE,11/18,08/14,Research Assistant,11/11,03/17,Lawyer,07/14,09/11
839,State Providence College,3.77,Bachelor's,Los Angeles,F,0,0,0,0,Lawyer,09/17,05/16,Data Scientist,11/14,07/16,ML Engineer,06/18,08/11
840,Providence University,3.74,PhD,Chicago,F,0,0,0,0,Research Assistant,11/12,03/16,Lawyer,12/19,10/15,Data Scientist,01/12,04/11
841,Providence Tech Institute,3.7,PhD,Providence,M,0,1,0,1,Lawyer,10/13,01/18,Junior SWE,01/15,11/15,Data Scientist,03/11,02/10
842,Providence School,3.82,Master's,Chicago,M,0,0,0,2,ML Engineer,08/16,05/18,Lawyer,04/11,07/16,Research Assistant,07/17,11/13
843,Providence Tech Institute,3.27,Bachelor's,Chicago,M,0,1,0,1,Senior SWE,03/11,06/12,Research Assistant,02/14,12/11,N/A,03/10,12/12
844,Providence State University,2.62,Master's,Miami,F,0,0,1,2,Lawyer,03/12,07/18,Research Assistant,12/12,07/15,Senior SWE,07/18,01/13
845,Providence State University,3.35,Bachelor's,Boston,M,1,0,0,0,Senior SWE,01/18,10/13,Senior SWE,12/15,05/14,Junior SWE,06/11,11/10
846,Providence Tech Institute,3.77,Master's,New York,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
847,Providence School,2.64,Bachelor's,Miami,F,0,0,0,1,Junior SWE,09/12,11/11,ML Engineer,03/15,12/13,Data Scientist,09/15,07/10
848,Providence State University,3.73,Master's,Providence,M,0,0,0,0,Research Assistant,04/16,04/17,Research Assistant,09/17,06/16,Data Scientist,05/17,12/16
849,Providence Tech Institute,2.71,Master's,Chicago,F,0,0,0,3,Data Scientist,06/16,12/17,Research Assistant,04/17,09/11,Senior SWE,07/16,05/13
850,Providence State University,2.54,PhD,Miami,M,0,0,0,1,Lawyer,10/10,05/19,ML Engineer,10/14,09/10,Research Assistant,07/16,07/10
851,Providence Tech Institute,3.55,PhD,Providence,M,0,0,0,3,Senior SWE,06/13,06/18,Data Scientist,04/14,08/14,Junior SWE,04/11,05/14
852,Providence City College,3.47,PhD,Boston,M,0,0,0,0,Research Assistant,01/13,04/10,Research Assistant,12/19,05/13,Data Scientist,06/18,10/19
853,Providence City College,3.82,PhD,Providence,M,0,0,0,0,ML Engineer,12/10,08/13,ML Engineer,10/12,04/19,ML Engineer,12/11,03/16
854,Providence State University,3.49,Master's,Miami,N/A,0,0,0,3,Data Scientist,01/15,05/13,Lawyer,07/13,07/13,Data Scientist,01/13,06/19
855,Providence School,2.9,Master's,Los Angeles,F,0,0,0,2,Data Scientist,03/19,10/13,ML Engineer,04/18,12/10,Senior SWE,06/16,03/15
856,Providence State University,3.88,Bachelor's,Los Angeles,M,0,1,0,1,Junior SWE,01/17,03/12,Senior SWE,07/10,07/19,N/A,05/19,12/14
857,State Providence College,3.85,Master's,New York,M,1,0,0,0,Junior SWE,04/18,11/10,Junior SWE,06/16,12/11,Lawyer,11/17,05/13
858,Providence School,3.91,PhD,Boston,F,0,0,0,1,Lawyer,11/15,01/17,ML Engineer,11/11,08/13,N/A,07/12,07/17
859,Providence State University,3.61,Master's,Boston,F,0,0,0,0,Data Scientist,04/16,06/16,ML Engineer,11/18,09/18,Data Scientist,10/18,09/12
860,Providence State University,3.8,PhD,Providence,M,0,0,0,0,Senior SWE,08/11,10/16,Senior SWE,10/19,08/11,Research Assistant,08/13,08/10
861,State Providence College,2.86,PhD,Boston,F,0,1,0,0,ML Engineer,10/12,04/17,Research Assistant,12/14,11/12,N/A,09/11,12/15
862,Providence School,3.38,Master's,Chicago,F,0,1,0,3,Data Scientist,11/17,08/11,Senior SWE,10/15,11/12,Research Assistant,10/11,01/10
863,Providence City College,2.9,Bachelor's,Chicago,F,0,0,0,4,Research Assistant,06/10,09/18,Senior SWE,05/15,02/18,Senior SWE,09/13,01/15
864,State Providence College,2.99,PhD,Chicago,M,0,0,0,0,ML Engineer,01/19,06/17,Data Scientist,05/18,08/17,Research Assistant,01/17,08/12
865,Providence City College,3.74,PhD,Chicago,N/A,0,0,0,0,Research Assistant,06/13,07/12,Data Scientist,12/18,01/14,N/A,09/12,11/17
866,Providence Tech Institute,3.57,Master's,Boston,F,0,0,0,3,Lawyer,04/10,08/19,Research Assistant,06/11,05/10,Data Scientist,01/18,03/10
867,State Providence College,3.89,Bachelor's,Boston,M,0,0,0,0,Junior SWE,04/11,08/16,Research Assistant,04/18,12/13,Junior SWE,04/18,01/17
868,Providence Tech Institute,3.67,PhD,Providence,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
869,Providence School,2.94,Bachelor's,Los Angeles,F,0,0,0,0,ML Engineer,10/17,12/13,Senior SWE,11/18,10/16,Lawyer,01/15,08/13
870,Providence University,3.82,Master's,Los Angeles,F,0,1,0,0,Research Assistant,08/12,10/18,Lawyer,07/17,07/14,Data Scientist,08/16,06/18
871,Providence Tech Institute,2.61,Bachelor's,Providence,M,0,0,0,1,Senior SWE,04/12,07/18,Lawyer,04/12,01/16,Data Scientist,04/19,02/11
872,Providence State University,2.62,PhD,Boston,N/A,0,0,0,0,Senior SWE,07/15,07/11,Senior SWE,07/16,10/15,Junior SWE,10/17,02/14
873,Providence State University,2.91,Bachelor's,Boston,N/A,0,1,N/A,0,Research Assistant,12/13,11/15,ML Engineer,07/10,11/15,Research Assistant,04/11,12/11
874,Providence City College,3.71,Bachelor's,Providence,M,0,0,0,0,Lawyer,11/14,04/14,ML Engineer,01/10,03/19,Senior SWE,11/10,12/17
875,State Providence College,3.89,Master's,Boston,M,0,0,0,0,Lawyer,06/19,04/11,ML Engineer,10/12,01/10,Senior SWE,11/19,08/16
876,State Providence College,3.47,Master's,Miami,M,1,0,0,0,Senior SWE,07/15,12/11,Junior SWE,04/14,10/17,Data Scientist,09/14,06/19
877,Providence State University,3.89,Master's,Boston,M,1,0,0,3,Research Assistant,07/17,10/15,Data Scientist,08/15,10/11,Research Assistant,12/12,05/16
878,Providence University,3.4,Bachelor's,Boston,F,0,0,0,1,Lawyer,12/19,08/18,Research Assistant,08/12,01/18,Research Assistant,09/19,05/14
879,Providence School,3.9,Master's,Providence,M,0,1,0,0,ML Engineer,03/14,08/16,Lawyer,07/13,12/12,Data Scientist,03/19,12/11
880,Providence City College,3.14,Master's,Los Angeles,F,0,1,0,1,ML Engineer,05/13,04/18,Lawyer,02/19,05/19,N/A,01/13,09/10
881,State Providence College,3.96,Master's,Boston,F,0,0,0,0,Research Assistant,09/17,03/13,Junior SWE,08/11,09/19,Lawyer,06/17,05/19
882,Providence School,2.82,PhD,Miami,M,0,0,0,1,Research Assistant,01/19,03/11,Senior SWE,09/10,03/15,Data Scientist,01/13,08/16
883,Providence City College,2.85,PhD,Miami,F,0,0,0,0,Data Scientist,01/11,08/18,Junior SWE,10/15,05/10,Senior SWE,12/10,11/18
884,Providence Tech Institute,2.87,PhD,Miami,F,0,0,0,0,Junior SWE,09/13,06/19,Senior SWE,10/14,11/13,Senior SWE,10/13,08/13
885,Providence University,2.75,Master's,Miami,F,0,0,1,3,Senior SWE,04/15,04/10,ML Engineer,08/19,07/17,Lawyer,08/13,01/19
886,State Providence College,3.26,PhD,Chicago,M,0,0,1,1,Research Assistant,03/19,08/14,Lawyer,07/19,02/14,Data Scientist,08/15,04/13
887,Providence State University,3.31,Bachelor's,Los Angeles,F,0,1,0,3,ML Engineer,04/14,02/10,Senior SWE,05/13,08/14,ML Engineer,03/17,05/17
888,Providence City College,3.67,Master's,Chicago,F,0,0,0,0,Data Scientist,03/16,06/16,Junior SWE,09/11,01/19,Research Assistant,01/18,03/11
889,Providence University,2.96,Bachelor's,Providence,M,0,0,0,0,Research Assistant,08/10,10/11,Data Scientist,08/18,12/16,Research Assistant,08/19,06/12
890,Providence School,3.87,Bachelor's,Boston,M,0,0,1,1,Senior SWE,12/18,06/15,Senior SWE,08/16,02/18,Junior SWE,01/13,06/13
891,Providence Tech Institute,3.75,Bachelor's,Boston,M,0,0,0,3,Research Assistant,01/13,08/11,Lawyer,05/15,12/12,Research Assistant,11/11,01/11
892,Providence City College,3.62,Bachelor's,Chicago,F,0,0,0,0,Data Scientist,05/12,04/10,Lawyer,08/13,01/17,ML Engineer,12/17,12/14
893,Providence State University,3.97,Bachelor's,Los Angeles,F,0,0,0,4,Senior SWE,10/10,08/19,Research Assistant,12/12,03/11,Senior SWE,11/18,12/18
894,Providence State University,2.54,Bachelor's,New York,M,0,0,0,1,Lawyer,11/19,02/18,Lawyer,08/18,10/16,Data Scientist,07/11,09/11
895,Providence Tech Institute,3.98,Master's,New York,M,0,0,0,0,Junior SWE,11/19,10/16,Data Scientist,04/19,09/19,Research Assistant,02/14,06/18
896,Providence School,2.85,Master's,Los Angeles,M,0,0,0,4,Research Assistant,11/13,06/19,Data Scientist,06/11,01/14,Lawyer,12/16,07/16
897,State Providence College,2.56,Bachelor's,New York,M,0,0,0,0,Senior SWE,03/13,12/13,ML Engineer,08/13,02/17,Data Scientist,07/10,01/10
898,Providence University,3.17,Master's,Los Angeles,F,1,0,0,0,ML Engineer,11/15,07/14,ML Engineer,08/18,03/13,N/A,03/19,10/14
899,Providence School,3.53,Bachelor's,Chicago,N/A,0,0,0,0,Lawyer,12/15,03/19,Data Scientist,09/10,06/19,Lawyer,06/19,12/19
900,State Providence College,2.94,Master's,Providence,M,0,1,0,3,Research Assistant,06/18,05/19,Research Assistant,03/19,10/15,N/A,08/12,04/11
901,Providence Tech Institute,3.17,Master's,Boston,N/A,0,1,1,4,Data Scientist,06/17,12/16,ML Engineer,01/17,01/19,Research Assistant,11/15,05/12
902,Providence School,2.86,Master's,Chicago,M,0,1,0,0,Senior SWE,02/10,06/17,Lawyer,09/10,04/11,Lawyer,04/13,03/17
903,Providence University,2.5,Bachelor's,Chicago,F,0,0,0,3,Lawyer,04/18,11/15,Junior SWE,11/19,06/14,Lawyer,06/10,05/19
904,Providence State University,3.84,Bachelor's,New York,M,0,0,0,0,Research Assistant,03/18,06/14,Data Scientist,04/16,02/19,Research Assistant,08/12,11/16
905,Providence University,3.04,Master's,Los Angeles,M,0,0,0,2,Senior SWE,11/10,11/16,ML Engineer,05/18,08/17,N/A,09/10,11/12
906,Providence School,2.72,PhD,Chicago,F,1,0,0,1,Lawyer,06/19,12/11,Research Assistant,04/17,06/12,N/A,08/13,05/19
907,Providence City College,3.08,Bachelor's,Chicago,F,0,0,0,0,Data Scientist,12/11,11/10,Senior SWE,09/15,06/18,Senior SWE,01/14,09/14
908,Providence School,2.52,Bachelor's,Miami,F,0,0,0,0,Senior SWE,05/12,04/11,Data Scientist,10/14,10/14,Data Scientist,02/12,04/19
909,State Providence College,2.62,Bachelor's,Los Angeles,F,0,0,0,0,ML Engineer,05/14,05/15,Junior SWE,05/16,03/19,Lawyer,07/17,03/12
910,Providence City College,3.34,Bachelor's,Providence,F,0,0,0,3,Data Scientist,03/17,04/18,Data Scientist,11/12,02/16,Senior SWE,10/16,12/14
911,Providence University,2.84,Bachelor's,Boston,N/A,0,0,1,1,Lawyer,05/10,08/17,Research Assistant,12/12,02/16,Research Assistant,04/14,02/18
912,Providence School,3.48,Master's,Providence,F,0,1,0,3,ML Engineer,12/11,01/11,ML Engineer,11/19,07/15,Data Scientist,04/17,11/18
913,Providence University,3.18,Master's,Los Angeles,M,0,0,0,3,Senior SWE,06/16,03/16,Data Scientist,06/17,05/13,Data Scientist,11/12,04/19
914,Providence School,2.61,PhD,Providence,F,1,0,0,1,ML Engineer,09/16,10/19,Senior SWE,02/15,03/19,Research Assistant,04/17,10/14
915,State Providence College,3.29,Master's,Chicago,M,0,0,0,3,Data Scientist,03/13,06/10,Senior SWE,01/14,06/11,Senior SWE,08/11,07/10
